Date,Open,High,Low,Close,Adj Close,Volume
2009-10-09,3.075000,3.348333,3.075000,3.248333,2.636808,38118600
2009-10-13,3.250000,3.273333,3.166667,3.176667,2.578633,6267000
2009-10-14,3.181667,3.205000,3.118333,3.158333,2.563751,2547000
2009-10-15,3.158333,3.165000,3.113333,3.120000,2.532635,2167200
2009-10-16,3.126667,3.126667,3.043333,3.083333,2.502870,2872200
2009-10-19,3.081667,3.081667,3.010000,3.018333,2.450108,960600
2009-10-20,3.018333,3.018333,2.995000,2.998333,2.433873,4489200
2009-10-21,2.993333,3.133333,2.991667,3.131667,2.542105,2133000
2009-10-22,3.131667,3.175000,3.088333,3.175000,2.577281,519000
2009-10-23,3.175000,3.175000,3.130000,3.158333,2.563751,537000
2009-10-26,3.133333,3.183333,3.126667,3.183333,2.584045,727800
2009-10-27,3.191667,3.238333,3.160000,3.238333,2.628691,795000
2009-10-28,3.238333,3.238333,3.131667,3.131667,2.542105,1069200
2009-10-29,3.150000,3.226667,3.150000,3.216667,2.611103,164400
2009-10-30,3.171667,3.265000,3.170000,3.216667,2.611103,1833600
2009-11-02,3.166667,3.208333,3.150000,3.156667,2.562399,2517600
2009-11-03,3.156667,3.166667,3.131667,3.146667,2.554282,1018200
2009-11-04,3.158333,3.160000,3.143333,3.151667,2.558340,184800
2009-11-05,3.136667,3.166667,3.136667,3.166667,2.570516,331200
2009-11-06,3.166667,3.200000,3.133333,3.175000,2.577281,513600
2009-11-09,3.183333,3.183333,3.151667,3.166667,2.570516,272400
2009-11-10,3.166667,3.183333,3.150000,3.166667,2.570516,1332000
2009-11-11,3.151667,3.200000,3.151667,3.183333,2.584045,89400
2009-11-12,3.183333,3.200000,3.170000,3.175000,2.577281,1702800
2009-11-13,3.206667,3.225000,3.183333,3.225000,2.617867,273000
2009-11-16,3.208333,3.241667,3.190000,3.200000,2.597574,1388400
2009-11-17,3.200000,3.225000,3.200000,3.208333,2.604338,189600
2009-11-18,3.233333,3.283333,3.230000,3.283333,2.665219,535200
2009-11-19,3.313333,3.333333,3.295000,3.311667,2.688219,253200
2009-11-20,3.325000,3.375000,3.308333,3.366667,2.732864,387000
2009-11-23,3.416667,3.583333,3.416667,3.500000,2.841097,1242000
2009-11-24,3.525000,3.525000,3.436667,3.445000,2.796451,414000
2009-11-25,3.500000,3.500000,3.436667,3.436667,2.789686,819600
2009-11-26,3.475000,3.475000,3.446667,3.458333,2.807274,457800
2009-11-27,3.416667,3.466667,3.368333,3.423333,2.778864,262200
2009-11-30,3.466667,3.466667,3.366667,3.383333,2.746394,69000
2009-12-01,3.376667,3.400000,3.333333,3.391667,2.753157,223800
2009-12-02,3.358333,3.488333,3.333333,3.420000,2.776157,1343400
2009-12-03,3.473333,3.638333,3.448333,3.638333,2.953387,1004400
2009-12-04,3.623333,3.625000,3.525000,3.613333,2.933094,157800
2009-12-07,3.648333,3.648333,3.558333,3.566667,2.895212,64800
2009-12-08,3.566667,3.575000,3.483333,3.500000,2.841097,81600
2009-12-09,3.541667,3.541667,3.500000,3.516667,2.854625,210000
2009-12-10,3.666667,3.801667,3.663333,3.766667,3.057561,3625200
2009-12-11,3.785000,3.916667,3.785000,3.841667,3.118441,4994400
2009-12-14,3.911667,4.011667,3.883333,3.976667,3.228027,552600
2009-12-15,4.000000,4.000000,3.790000,3.816667,3.098148,1146000
2009-12-16,3.965000,3.965000,3.775000,3.806667,3.090031,247200
2009-12-17,3.816667,3.835000,3.666667,3.716667,3.016973,278400
2009-12-18,3.716667,3.716667,3.565000,3.665000,2.975033,1252200
2009-12-21,3.748333,3.748333,3.616667,3.666667,2.976387,245400
2009-12-22,3.658333,3.750000,3.658333,3.750000,3.044032,214200
2009-12-23,3.806667,3.806667,3.666667,3.750000,3.044032,207000
2009-12-24,3.750000,3.750000,3.733333,3.750000,3.044032,315000
2009-12-29,3.791667,3.831667,3.683333,3.708333,3.010210,112800
2009-12-30,3.730000,3.750000,3.713333,3.725000,3.023738,40800
2009-12-31,3.790000,3.790000,3.725000,3.725000,3.023738,114600
2010-01-04,3.766667,3.770000,3.708333,3.723333,3.022386,224400
2010-01-05,3.780000,3.780000,3.633333,3.713333,3.014269,351000
2010-01-06,3.750000,3.791667,3.713333,3.781667,3.069738,652200
2010-01-07,3.791667,3.791667,3.725000,3.750000,3.044032,481800
2010-01-08,3.766667,3.783333,3.705000,3.733333,3.030503,163200
2010-01-11,3.750000,3.778333,3.616667,3.620000,2.938505,330600
2010-01-12,3.566667,3.566667,3.543333,3.543333,2.876272,2755800
2010-01-13,3.550000,3.558333,3.525000,3.548333,2.880331,965400
2010-01-14,3.551667,3.551667,3.535000,3.543333,2.876272,138600
2010-01-15,3.546667,3.550000,3.541667,3.550000,2.881684,707400
2010-01-18,3.538333,3.545000,3.528333,3.545000,2.877625,129600
2010-01-19,3.543333,3.545000,3.516667,3.533333,2.868154,701400
2010-01-20,3.533333,3.536667,3.466667,3.475000,2.820803,1527000
2010-01-21,3.466667,3.481667,3.383333,3.383333,2.746394,1338600
2010-01-22,3.425000,3.475000,3.386667,3.475000,2.820803,348600
2010-01-25,3.475000,3.475000,3.418333,3.443333,2.795098,205800
2010-01-26,3.418333,3.451667,3.388333,3.400000,2.759923,361200
2010-01-27,3.393333,3.416667,3.391667,3.391667,2.753157,268200
2010-01-28,3.413333,3.415000,3.348333,3.365000,2.731511,639600
2010-01-29,3.385000,3.390000,3.350000,3.375000,2.739629,1153800
2010-02-01,3.395000,3.528333,3.383333,3.528333,2.864096,790800
2010-02-02,3.491667,3.540000,3.491667,3.531667,2.866802,489600
2010-02-03,3.546667,3.550000,3.478333,3.516667,2.854625,440400
2010-02-04,3.508333,3.511667,3.400000,3.400000,2.759923,1362000
2010-02-05,3.400000,3.483333,3.393333,3.446667,2.797803,464400
2010-02-08,3.500000,3.500000,3.433333,3.491667,2.834332,141600
2010-02-09,3.496667,3.526667,3.471667,3.500000,2.841097,527400
2010-02-10,3.483333,3.483333,3.433333,3.458333,2.807274,1904400
2010-02-11,3.458333,3.476667,3.416667,3.418333,2.774804,346200
2010-02-12,3.411667,3.475000,3.410000,3.460000,2.808628,181200
2010-02-16,3.460000,3.478333,3.433333,3.458333,2.807274,386400
2010-02-17,3.458333,3.458333,3.431667,3.446667,2.797803,84600
2010-02-18,3.458333,3.458333,3.425000,3.450000,2.800509,120600
2010-02-19,3.433333,3.451667,3.420000,3.433333,2.786980,294600
2010-02-22,3.451667,3.511667,3.451667,3.500000,2.841097,422400
