Date,Open,High,Low,Close,Adj Close,Volume
2015-05-21,35.029999,35.299999,30.000000,31.250000,31.250000,270300
2015-05-22,32.029999,38.029999,32.000000,34.939999,34.939999,322800
2015-05-25,35.000000,37.470001,35.000000,37.259998,37.259998,117800
2015-05-26,36.000000,37.689999,36.000000,36.919998,36.919998,96800
2015-05-27,38.000000,38.160000,33.630001,34.500000,34.500000,135700
2015-05-28,34.599998,34.599998,33.139999,34.000000,34.000000,38400
2015-05-29,33.709999,34.250000,33.349998,33.520000,33.520000,22800
2015-06-01,33.619999,34.380001,33.430000,34.240002,34.240002,11400
2015-06-02,34.720001,34.720001,33.130001,33.130001,33.130001,7300
2015-06-03,33.980000,34.259998,33.000000,34.189999,34.189999,29800
2015-06-04,34.990002,34.990002,31.879999,33.450001,33.450001,32200
2015-06-05,33.970001,33.980000,33.099998,33.980000,33.980000,4300
2015-06-08,33.980000,34.110001,33.500000,33.639999,33.639999,4800
2015-06-09,33.290001,34.990002,33.009998,34.990002,34.990002,12200
2015-06-10,34.830002,34.990002,34.369999,34.500000,34.500000,11600
2015-06-11,35.500000,37.650002,35.500000,37.650002,37.650002,23900
2015-06-12,38.919998,41.500000,38.669998,41.450001,41.450001,61800
2015-06-15,42.000000,46.990002,41.360001,43.500000,43.500000,87300
2015-06-16,44.889999,47.200001,44.689999,46.950001,46.950001,62300
2015-06-17,48.799999,51.919998,47.009998,47.189999,47.189999,106700
2015-06-18,47.200001,47.200001,42.000000,43.500000,43.500000,83200
2015-06-19,44.439999,44.724998,40.000000,43.200001,43.200001,56500
2015-06-22,44.689999,47.490002,44.680000,45.500000,45.500000,43100
2015-06-23,47.130001,47.200001,43.410000,43.410000,43.410000,27500
2015-06-24,44.490002,46.220001,42.500000,44.599998,44.599998,22800
2015-06-25,44.990002,45.150002,42.900002,43.299999,43.299999,14400
2015-06-26,43.450001,43.450001,40.599998,41.200001,41.200001,25000
2015-06-29,40.340000,41.450001,38.660000,38.770000,38.770000,25400
2015-06-30,38.990002,42.740002,38.990002,42.380001,42.380001,22800
2015-07-02,39.680000,40.060001,38.599998,39.250000,39.250000,28000
2015-07-03,39.000000,40.070000,39.000000,39.799999,39.799999,6800
2015-07-06,38.450001,39.950001,38.450001,38.459999,38.459999,9300
2015-07-07,38.459999,39.009998,36.410000,39.009998,39.009998,23300
2015-07-08,39.000000,39.000000,37.049999,37.049999,37.049999,24200
2015-07-09,37.650002,38.500000,36.700001,37.250000,37.250000,8500
2015-07-10,38.419998,38.500000,37.150002,37.480000,37.480000,13100
2015-07-13,38.000000,39.549999,38.000000,38.750000,38.750000,14200
2015-07-14,39.619999,39.790001,39.049999,39.450001,39.450001,17200
2015-07-15,39.990002,39.990002,37.500000,37.900002,37.900002,16400
2015-07-16,38.009998,38.470001,37.500000,38.000000,38.000000,5100
2015-07-17,38.500000,41.900002,38.000000,41.900002,41.900002,39700
2015-07-20,41.889999,44.000000,41.500000,43.639999,43.639999,31200
2015-07-21,44.160000,44.889999,41.730000,43.000000,43.000000,24500
2015-07-22,41.889999,43.490002,41.000000,42.060001,42.060001,14000
2015-07-23,43.290001,44.750000,42.750000,42.830002,42.830002,12400
2015-07-24,43.840000,45.369999,43.560001,43.560001,43.560001,20200
2015-07-27,42.990002,43.910000,41.820000,42.860001,42.860001,10100
2015-07-28,42.860001,44.580002,42.540001,44.250000,44.250000,11200
2015-07-29,43.950001,44.799999,43.200001,44.520000,44.520000,13900
2015-07-30,50.000000,52.000000,47.970001,49.500000,49.500000,84800
2015-07-31,48.020000,49.720001,47.740002,48.880001,48.880001,25200
2015-08-04,50.680000,53.500000,50.400002,50.400002,50.400002,44700
2015-08-05,50.560001,52.500000,50.160000,50.380001,50.380001,22300
2015-08-06,49.980000,50.750000,46.259998,47.320000,47.320000,42900
2015-08-07,47.529999,47.529999,45.009998,46.509998,46.509998,17100
2015-08-10,47.200001,47.250000,42.869999,43.060001,43.060001,19800
2015-08-11,42.919998,46.709999,42.919998,46.049999,46.049999,19600
2015-08-12,45.599998,45.599998,43.830002,45.259998,45.259998,11600
2015-08-13,45.740002,47.689999,45.000000,46.450001,46.450001,16400
2015-08-14,47.180000,47.180000,44.799999,45.474998,45.474998,13000
2015-08-17,45.509998,45.549999,43.860001,45.360001,45.360001,7100
2015-08-18,44.320000,44.549999,42.520000,42.520000,42.520000,14300
2015-08-19,42.250000,42.250000,40.270000,40.910000,40.910000,28300
2015-08-20,40.910000,40.910000,38.259998,38.580002,38.580002,27800
2015-08-21,37.750000,39.299999,36.000000,36.680000,36.680000,29200
2015-08-24,31.049999,37.419998,30.500000,35.000000,35.000000,100900
2015-08-25,37.549999,39.500000,35.889999,36.029999,36.029999,43700
2015-08-26,37.910000,37.990002,35.099998,37.650002,37.650002,29400
2015-08-27,37.799999,39.150002,37.279999,37.570000,37.570000,22100
2015-08-28,37.349998,38.250000,36.709999,36.990002,36.990002,15900
2015-08-31,37.000000,37.889999,36.000000,36.709999,36.709999,14700
2015-09-01,36.240002,36.240002,34.900002,34.980000,34.980000,30700
2015-09-02,35.500000,36.060001,34.750000,35.299999,35.299999,9800
2015-09-03,35.299999,36.820000,35.299999,36.090000,36.090000,8600
2015-09-04,36.400002,36.400002,35.000000,35.500000,35.500000,5900
2015-09-08,36.299999,36.490002,35.459999,35.509998,35.509998,6500
2015-09-09,36.000000,37.689999,34.369999,34.380001,34.380001,26200
2015-09-10,34.430000,35.000000,34.000000,34.000000,34.000000,7500
2015-09-11,34.880001,35.000000,34.049999,34.900002,34.900002,6400
2015-09-14,34.599998,36.000000,34.500000,36.000000,36.000000,8400
2015-09-15,36.490002,37.500000,36.000000,37.220001,37.220001,10700
2015-09-16,37.840000,38.700001,37.459999,38.090000,38.090000,5100
2015-09-17,39.490002,49.849998,39.279999,47.250000,47.250000,165200
2015-09-18,47.500000,48.750000,45.040001,46.939999,46.939999,99800
2015-09-21,46.099998,48.820000,45.799999,46.049999,46.049999,61500
2015-09-22,45.480000,45.779999,43.630001,44.480000,44.480000,52800
2015-09-23,45.139999,46.000000,43.830002,44.730000,44.730000,32900
2015-09-24,44.619999,45.500000,42.880001,44.459999,44.459999,60100
2015-09-25,45.080002,47.450001,44.230000,45.209999,45.209999,62700
2015-09-28,45.090000,45.209999,43.480000,44.250000,44.250000,64100
2015-09-29,43.040001,45.410000,43.040001,45.250000,45.250000,31300
2015-09-30,46.029999,47.650002,45.330002,46.660000,46.660000,18200
2015-10-01,47.459999,47.459999,44.799999,46.380001,46.380001,31900
2015-10-02,46.880001,47.500000,45.270000,47.279999,47.279999,30600
2015-10-05,47.470001,51.290001,47.430000,48.000000,48.000000,91900
2015-10-06,49.000000,49.000000,45.599998,47.110001,47.110001,75300
2015-10-07,46.970001,48.709999,46.840000,48.500000,48.500000,46700
2015-10-08,49.580002,50.849998,47.889999,49.720001,49.720001,66300
2015-10-09,49.939999,49.950001,47.730000,47.950001,47.950001,22800
2015-10-13,46.080002,46.500000,43.029999,43.220001,43.220001,91100
2015-10-14,44.220001,44.830002,41.910000,43.439999,43.439999,61200
2015-10-15,43.500000,44.320000,43.000000,43.849998,43.849998,19300
2015-10-16,44.250000,44.500000,43.270000,44.459999,44.459999,25100
2015-10-19,45.360001,45.360001,43.240002,43.389999,43.389999,33700
2015-10-20,43.599998,43.599998,40.509998,40.900002,40.900002,59400
2015-10-21,41.049999,42.619999,40.860001,42.000000,42.000000,46500
2015-10-22,42.169998,42.529999,41.630001,41.910000,41.910000,22900
2015-10-23,42.959999,42.959999,41.000000,41.730000,41.730000,36400
2015-10-26,41.700001,41.700001,40.500000,41.020000,41.020000,29500
2015-10-27,40.509998,41.139999,39.490002,40.869999,40.869999,40700
2015-10-28,41.000000,41.150002,40.119999,41.150002,41.150002,22200
2015-10-29,41.130001,41.910000,39.700001,41.610001,41.610001,25900
