Date,Open,High,Low,Close,Adj Close,Volume
1999-09-27,0.427080,0.427080,0.416670,0.416670,0.274420,290592
1999-09-28,0.411460,0.422920,0.411460,0.416670,0.274420,1252800
1999-09-29,0.406250,0.416670,0.406250,0.416670,0.274420,435456
1999-09-30,0.421880,0.436460,0.421880,0.436460,0.287454,553344
1999-10-01,0.425000,0.425000,0.423960,0.423960,0.279221,32112
1999-10-04,0.423960,0.423960,0.416670,0.423960,0.279221,57600
1999-10-05,0.423960,0.423960,0.416670,0.422920,0.278536,38400
1999-10-06,0.416670,0.427080,0.416670,0.427080,0.281276,324000
1999-10-07,0.416670,0.416670,0.416670,0.416670,0.274420,96000
1999-10-08,0.427080,0.427080,0.427080,0.427080,0.281276,24000
1999-10-11,0.427080,0.427080,0.427080,0.427080,0.281276,0
1999-10-12,0.435420,0.435420,0.435420,0.435420,0.286769,15792
1999-10-13,0.435420,0.435420,0.435420,0.435420,0.286769,58464
1999-10-14,0.435420,0.435420,0.431250,0.431250,0.284022,249936
1999-10-15,0.406250,0.416670,0.406250,0.408330,0.268927,528000
1999-10-18,0.414580,0.414580,0.410420,0.410420,0.270304,182400
1999-10-19,0.414580,0.414580,0.406250,0.406250,0.267557,41904
1999-10-20,0.406250,0.406250,0.404170,0.406250,0.267557,1095312
1999-10-21,0.397920,0.406250,0.397920,0.406250,0.267557,399600
1999-10-22,0.406250,0.406250,0.406250,0.406250,0.267557,0
1999-10-25,0.406250,0.406250,0.396880,0.396880,0.261386,30960
1999-10-26,0.406250,0.406250,0.404170,0.404170,0.266187,508944
1999-10-27,0.406250,0.439580,0.406250,0.439580,0.289508,572688
1999-10-28,0.416670,0.437500,0.416670,0.437500,0.288139,49056
1999-10-29,0.418750,0.418750,0.416670,0.418750,0.275790,124800
1999-11-01,0.417710,0.417710,0.415630,0.415630,0.273735,128400
1999-11-02,0.415630,0.415630,0.408330,0.408330,0.268927,103824
1999-11-03,0.415630,0.415630,0.408330,0.408330,0.268927,184944
1999-11-04,0.408330,0.408330,0.408330,0.408330,0.268927,432
1999-11-05,0.415630,0.415630,0.413540,0.415630,0.273735,58176
1999-11-08,0.408330,0.408330,0.408330,0.408330,0.268927,4800
1999-11-09,0.416670,0.416670,0.411460,0.416670,0.274420,989328
1999-11-10,0.416670,0.429170,0.416670,0.421880,0.277851,1541136
1999-11-11,0.421880,0.431250,0.421880,0.429170,0.282653,60912
1999-11-12,0.429170,0.429170,0.421880,0.421880,0.277851,84480
1999-11-15,0.421880,0.437500,0.421880,0.437500,0.288139,30240
1999-11-16,0.427080,0.439580,0.427080,0.439580,0.289508,155328
1999-11-17,0.457290,0.457290,0.447920,0.447920,0.295001,566544
1999-11-18,0.427080,0.456250,0.427080,0.437500,0.288139,2074608
1999-11-19,0.427080,0.443750,0.427080,0.443750,0.292255,99840
1999-11-22,0.432290,0.442710,0.432290,0.442710,0.291570,72144
1999-11-23,0.432290,0.447920,0.432290,0.447920,0.295001,41904
1999-11-24,0.437500,0.447920,0.437500,0.447920,0.295001,178800
1999-11-25,0.437500,0.447920,0.437500,0.445830,0.293625,110448
1999-11-26,0.432290,0.442710,0.432290,0.442710,0.291570,5780400
1999-11-29,0.447920,0.447920,0.442710,0.447920,0.295001,131520
1999-11-30,0.447920,0.447920,0.437500,0.437500,0.288139,259200
1999-12-01,0.416670,0.437500,0.416670,0.437500,0.288139,91632
1999-12-02,0.416670,0.416670,0.412500,0.412500,0.271674,48000
1999-12-03,0.413540,0.433330,0.413540,0.427080,0.281276,238848
1999-12-06,0.427080,0.427080,0.427080,0.427080,0.281276,1027200
1999-12-07,0.436460,0.436460,0.419790,0.419790,0.276475,480672
1999-12-08,0.421880,0.437500,0.421880,0.429170,0.282653,570768
1999-12-09,0.437500,0.437500,0.427080,0.427080,0.281276,160608
1999-12-10,0.421880,0.434380,0.421880,0.427080,0.281276,725616
1999-12-13,0.419790,0.431250,0.419790,0.431250,0.284022,199536
1999-12-14,0.427080,0.436460,0.427080,0.436460,0.287454,207312
1999-12-15,0.433330,0.433330,0.429170,0.430210,0.283337,380688
1999-12-16,0.429170,0.429170,0.420830,0.429170,0.282653,24720
1999-12-17,0.429170,0.429170,0.429170,0.429170,0.282653,96000
1999-12-20,0.420830,0.433330,0.420830,0.427080,0.281276,59664
1999-12-21,0.427080,0.427080,0.427080,0.427080,0.281276,43200
1999-12-22,0.427080,0.427080,0.418750,0.427080,0.281276,60000
1999-12-23,0.410420,0.433330,0.410420,0.433330,0.285392,755376
1999-12-24,0.433330,0.433330,0.427080,0.433330,0.285392,429696
1999-12-27,0.433330,0.433330,0.433330,0.433330,0.285392,0
1999-12-28,0.433330,0.433330,0.433330,0.433330,0.285392,0
1999-12-29,0.437500,0.437500,0.433330,0.437500,0.288139,367200
1999-12-30,0.437500,0.437500,0.427080,0.427080,0.281276,69600
1999-12-31,0.432290,0.432290,0.427080,0.432290,0.284707,2559840
2000-01-03,0.432290,0.432290,0.432290,0.432290,0.284707,0
2000-01-04,0.406250,0.427080,0.406250,0.427080,0.281276,4378560
2000-01-05,0.427080,0.427080,0.421880,0.427080,0.281276,369600
2000-01-06,0.411460,0.425000,0.411460,0.425000,0.279906,228000
2000-01-07,0.414580,0.425000,0.414580,0.425000,0.279906,445200
2000-01-10,0.427080,0.427080,0.421880,0.421880,0.277851,233184
2000-01-11,0.426040,0.426040,0.422920,0.422920,0.278536,2494224
2000-01-12,0.421880,0.421880,0.416670,0.421880,0.277851,192624
2000-01-13,0.422920,0.422920,0.422920,0.422920,0.278536,24000
2000-01-14,0.422920,0.422920,0.418750,0.418750,0.275790,99024
2000-01-17,0.428130,0.428130,0.416670,0.416670,0.274420,202608
2000-01-18,0.429170,0.429170,0.416670,0.416670,0.274420,294240
2000-01-19,0.416670,0.416670,0.416670,0.416670,0.274420,63408
2000-01-20,0.432290,0.432290,0.425000,0.432290,0.284707,470640
2000-01-21,0.433330,0.433330,0.428130,0.433330,0.285392,702576
2000-01-24,0.440630,0.440630,0.434380,0.440630,0.290200,101472
2000-01-25,0.442710,0.442710,0.437500,0.442710,0.291570,255504
2000-01-26,0.442710,0.442710,0.437500,0.438540,0.288824,102912
2000-01-27,0.444790,0.444790,0.438540,0.440630,0.290200,591024
2000-01-28,0.447920,0.447920,0.442710,0.442710,0.291570,849792
2000-01-31,0.443750,0.443750,0.442710,0.442710,0.291570,96000
2000-02-01,0.451040,0.451040,0.442710,0.442710,0.291570,170784
2000-02-02,0.446880,0.446880,0.442710,0.442710,0.291570,115920
2000-02-03,0.442710,0.453130,0.442710,0.447920,0.295001,132864
2000-02-04,0.447920,0.447920,0.442710,0.444790,0.292940,1977120
2000-02-07,0.442710,0.452080,0.442710,0.452080,0.297741,849648
2000-02-08,0.443750,0.453130,0.443750,0.452080,0.297741,557616
2000-02-09,0.450000,0.450000,0.443750,0.450000,0.296371,585552
2000-02-10,0.450000,0.450000,0.445830,0.445830,0.293625,1286640
2000-02-11,0.450000,0.450000,0.445830,0.447920,0.295001,3424800
2000-02-14,0.442710,0.442710,0.442710,0.442710,0.291570,138960
2000-02-15,0.445830,0.445830,0.441670,0.441670,0.290885,36192
2000-02-16,0.447920,0.447920,0.439580,0.439580,0.289508,277584
2000-02-17,0.446880,0.446880,0.440630,0.444790,0.292940,1828032
2000-02-18,0.447920,0.447920,0.447920,0.447920,0.295001,102960
2000-02-21,0.453130,0.453130,0.447920,0.453130,0.298433,189840
2000-02-22,0.437500,0.453130,0.437500,0.442710,0.291570,153888
2000-02-23,0.453130,0.453130,0.437500,0.437500,0.288139,70608
2000-02-24,0.437500,0.447920,0.437500,0.447920,0.295001,81120
2000-02-25,0.447920,0.447920,0.437500,0.437500,0.288139,165120
2000-02-28,0.437500,0.437500,0.437500,0.437500,0.288139,0
2000-02-29,0.447920,0.447920,0.437500,0.437500,0.288139,30720
2000-03-01,0.437500,0.452080,0.437500,0.447920,0.295001,288192
2000-03-02,0.456250,0.456250,0.453130,0.456250,0.300487,1099632
2000-03-03,0.456250,0.456250,0.447920,0.456250,0.300487,425760
2000-03-06,0.462500,0.462500,0.427080,0.427080,0.281276,1276608
2000-03-07,0.395830,0.457290,0.395830,0.427080,0.281276,200544
2000-03-08,0.401040,0.401040,0.401040,0.401040,0.264126,292368
2000-03-09,0.416670,0.456250,0.416670,0.453130,0.298433,384432
2000-03-10,0.416670,0.454170,0.416670,0.453130,0.298433,140592
2000-03-13,0.453130,0.453130,0.447920,0.447920,0.295001,41760
2000-03-14,0.411460,0.441670,0.411460,0.416670,0.274420,695424
2000-03-15,0.411460,0.432290,0.411460,0.432290,0.284707,6296640
2000-03-16,0.432290,0.432290,0.421880,0.421880,0.277851,197376
2000-03-17,0.432290,0.432290,0.416670,0.416670,0.274420,347904
2000-03-20,0.416670,0.416670,0.406250,0.406250,0.267557,293184
2000-03-21,0.413540,0.413540,0.413540,0.413540,0.272358,30960
2000-03-22,0.412500,0.412500,0.406250,0.412500,0.271674,169200
2000-03-23,0.406250,0.416670,0.406250,0.416670,0.274420,88752
2000-03-24,0.415630,0.415630,0.411460,0.411460,0.270989,61200
2000-03-27,0.411460,0.411460,0.407290,0.408330,0.268927,269616
2000-03-28,0.403130,0.413540,0.403130,0.407290,0.268242,181440
2000-03-29,0.408330,0.408330,0.401040,0.401040,0.264126,2536752
2000-03-30,0.401040,0.401040,0.395830,0.395830,0.260695,270192
2000-03-31,0.395830,0.395830,0.395830,0.395830,0.260695,11760
2000-04-03,0.364580,0.401040,0.364580,0.401040,0.264126,89760
2000-04-04,0.375000,0.401040,0.375000,0.401040,0.264126,1100928
2000-04-05,0.406250,0.406250,0.400000,0.406250,0.267557,30672
2000-04-06,0.406250,0.406250,0.395830,0.395830,0.260695,248160
2000-04-07,0.410420,0.410420,0.408330,0.408330,0.268927,444048
2000-04-10,0.406250,0.406250,0.401040,0.406250,0.267557,25968
2000-04-11,0.406250,0.406250,0.402080,0.406250,0.267557,43200
2000-04-12,0.406250,0.406250,0.401040,0.406250,0.267557,76800
2000-04-13,0.406250,0.406250,0.406250,0.406250,0.267557,0
2000-04-14,0.406250,0.406250,0.401040,0.406250,0.267557,168768
2000-04-17,0.401040,0.401040,0.401040,0.401040,0.264126,537984
2000-04-18,0.406250,0.406250,0.406250,0.406250,0.267557,51360
2000-04-19,0.406250,0.406250,0.401040,0.401040,0.264126,110304
2000-04-20,0.406250,0.406250,0.406250,0.406250,0.267557,18480
2000-04-21,0.406250,0.406250,0.406250,0.406250,0.267557,0
2000-04-24,0.401040,0.401040,0.395830,0.401040,0.264126,61200
2000-04-25,0.385420,0.395830,0.385420,0.395830,0.260695,306960
2000-04-26,0.385420,0.395830,0.385420,0.395830,0.260695,25872
2000-04-27,0.385420,0.406250,0.385420,0.406250,0.267557,172800
2000-04-28,0.380210,0.395830,0.380210,0.395830,0.260695,1281888
2000-05-01,0.401040,0.401040,0.395830,0.395830,0.260695,79152
2000-05-02,0.401040,0.401040,0.396880,0.401040,0.264126,1584000
2000-05-03,0.401040,0.401040,0.394790,0.397920,0.262071,514752
2000-05-04,0.395830,0.406250,0.395830,0.406250,0.267557,55440
2000-05-05,0.395830,0.395830,0.395830,0.395830,0.260695,155088
2000-05-08,0.395830,0.395830,0.395830,0.395830,0.260695,432000
2000-05-09,0.397920,0.406250,0.397920,0.406250,0.267557,77472
2000-05-10,0.402080,0.402080,0.402080,0.402080,0.264811,3840
2000-05-11,0.401040,0.401040,0.395830,0.395830,0.260695,594720
2000-05-12,0.391670,0.400000,0.391670,0.400000,0.263441,71808
2000-05-15,0.400000,0.400000,0.400000,0.400000,0.263441,6720
2000-05-16,0.400000,0.400000,0.400000,0.400000,0.263441,14400
2000-05-17,0.400000,0.400000,0.400000,0.400000,0.263441,12000
2000-05-18,0.400000,0.400000,0.394790,0.394790,0.260010,154800
2000-05-19,0.401040,0.401040,0.395830,0.395830,0.260695,19200
2000-05-22,0.395830,0.395830,0.395830,0.395830,0.260695,0
